Node,Pressure,Enthalpy,Mass Flow Rate,CrossFlow
1,12262447.974162808,1100.7498396346855,0.501698632087984,0.00014215149147084967
2,12262410.53270341,1100.799679160757,0.5016991137124808,0.00019893785141708036
3,12262373.08814751,1100.8495185782263,0.5016995953660647,0.00024050606728636239
4,12262335.643521264,1100.8993578896484,0.5017000546167585,0.00030011318073160814
5,12262298.196053099,1100.9491970945955,0.5017005159689324,0.000344716114316565
6,12262260.748770531,1100.9990361956009,0.5017009571194077,0.00040737029284100914
7,12262223.298917374,1101.0488751917721,0.501701402666606,0.00045510238502636824
8,12262185.849532327,1101.0987140855998,0.5017018304043961,0.0005209695014995195
9,12262148.397870801,1101.148552875705,0.5017022650314257,0.0005720011181907751
10,12262110.946983393,1101.1983915644041,0.5017026852115566,0.0006412559306558481
11,12262073.49423257,1101.2482301499383,0.5017031142712712,0.0006957929784977028
12,12262036.042498859,1101.2980686344968,0.5017035317014116,0.0007686210307684308
13,12261998.589246463,1101.3479070157985,0.5017039609417442,0.0008268277724676541
14,12261961.137369351,1101.3977452959011,0.5017043816016322,0.0009034234927150784
15,12261923.684345873,1101.447583471974,0.5017048172415824,0.0009654996497213608
16,12261886.233084312,1101.4974215459165,0.5017052475971295,0.0010460680040594627
17,12261848.781078069,1101.5472595143185,0.5017056963574239,0.0011122241259691374
18,12261811.331250664,1101.5970973788903,0.5017061433923091,0.0011969811958254337
19,12261773.881111521,1101.6469351356125,0.501706612527957,0.0012674392541941028
20,12261736.433600385,1101.6967727859744,0.5017070837771755,0.0013566128474683501
21,12261698.986243727,1101.746610325314,0.5017075811120398,0.001431606864662013
22,12261661.54199855,1101.796447754865,0.5017080846975283,0.001525437160280994
23,12261624.098409463,1101.8462850692881,0.5017086186610342,0.0016052138716675134
24,12261586.658451831,1101.8961222695254,0.5017091633294961,0.0017039541006962958
25,12261549.219689565,1101.945959349522,0.501709742995608,0.0017887736565523622
26,12261511.785117554,1101.9957963098898,0.5017103381586787,0.001892690824030483
27,12261474.352320252,1102.0456331438183,0.5017109732872881,0.001982827530949866
28,12261436.924313312,1102.095469851548,0.5017116290641869,0.0020922031770970965
29,12261399.498703025,1102.1453064254704,0.5017123301450619,0.002187946281776086
30,12261362.078527119,1102.1951428654095,0.5017130574078773,0.002303077288558858
31,12261324.661415137,1102.2449791629135,0.5017138357073287,0.002404731806637956
32,12261287.25042825,1102.2948153173431,0.5017146461291109,0.002525931249169343
33,12261249.843220735,1102.3446513193549,0.5017155137395477,0.002633818843801386
34,12261212.442878686,1102.394487167796,0.5017164198453737,0.0027614168940504006
35,12261175.047082676,1102.444322852379,0.5017173897379257,0.0028758768040625057
36,12261137.658945285,1102.4941583713844,0.5017184049591292,0.003010221685563626
37,12261100.27617505,1102.5439937135263,0.5017194910395296,0.003131611709345061
38,12261062.901912678,1102.593828876461,0.5017206297712886,0.003273070708986635
39,12261025.533896463,1102.6436638478453,0.5017218469392183,0.0034017682453492105
40,12260988.17529698,1102.6934986246504,0.5017231246017141,0.003550728785035297
41,12260950.823884163,1102.7433331934137,0.5017244888138281,0.003687131938745678
42,12260913.482860303,1102.7931675503562,0.5017259219171993,0.003844002711667578
43,12260876.150028978,1102.8430016808295,0.501727450254065,0.003988531462294387
44,12260838.828626161,1102.8928355802354,0.5017290564673924,0.004153743637475546
45,12260801.516491197,1102.942669232669,0.5017307672045845,0.004306841081574146
46,12260764.216895817,1102.9925026326391,0.5017325654291658,0.0044808495819057825
47,12260726.927717404,1103.042335762909,0.5017344781127836,0.0046429832493863395
48,12260689.652265633,1103.092168617016,0.5017364885599676,0.00482626810792542
49,12260652.388458317,1103.1420011763112,0.5017386240868538,0.004997931360940505
50,12260615.139645422,1103.191833433277,0.5017408683607193,0.005190999161045053
51,12260577.903787747,1103.2416653677676,0.5017432490636784,0.005372712679072363
52,12260540.684277998,1103.2914969711212,0.5017457502488761,0.0055760980852595345
53,12260503.479122661,1103.3413282216034,0.5017483999872121,0.005768411443668552
54,12260466.291759808,1103.3911591093138,0.5017511827422877,0.0059826788283919505
55,12260429.120244486,1103.4409896108334,0.501754126998001,0.006186172177229552
56,12260391.968062904,1103.490819714922,0.5017572176545604,0.006411917352280429
57,12260354.833321715,1103.5406493963733,0.5017604836345703,0.006627203203731305
58,12260317.719558183,1103.5904786424996,0.5017639103026588,0.006865055262879507
59,12260280.624933828,1103.6403074261975,0.5017675270474355,0.007092780392565775
60,12260243.553040074,1103.6901357332183,0.5017713197275346,0.007343403675015662
61,12260206.50209672,1103.7399635344455,0.5017753182265617,0.007584251151195752
62,12260169.475752667,1103.7897908139469,0.5017795089286313,0.007848347333711793
63,12260132.472289637,1103.8396175404687,0.5017839222431416,0.008103038679082221
