Node Number,Pressure,Enthalpy,CrossFlow,MassFlow
0,10999973.56252276,969.1256384701456,-0.0,0.05151655129882032
1,10999973.325879404,969.2512755223585,1.029037474176836e-06,0.05151797413894628
2,10999973.08938987,969.3769111319992,2.06652022560982e-06,0.05151942065694408
3,10999972.853054931,969.5025452744136,3.1117377868106235e-06,0.05152089083411897
4,10999972.616874265,969.6281779250037,4.165700980859246e-06,0.0515223848070663
5,10999972.380848642,969.7538090589312,5.227696724803973e-06,0.051523902557095366
6,10999972.14497774,969.87943865164,6.298738446867979e-06,0.05152544422081308
7,10999971.90926233,970.0050666781088,7.378116787473448e-06,0.051527009779531195
8,10999971.673702085,970.1306931138241,8.46684777970972e-06,0.05152859936986607
9,10999971.438297778,970.2563179335821,9.564225414045599e-06,0.05153021297312816
10,10999971.203049084,970.3819411129122,1.0671264972075013e-05,0.05153185072594214
11,10999970.967956774,970.5075626264289,1.1787266031248362e-05,0.051533512609613585
12,10999970.73302052,970.6331824497059,1.2913246104529788e-05,0.051535198760771415
13,10999970.498241095,970.7588005571762,1.4048504389541501e-05,0.05153690916071788
14,10999970.263618171,970.884416924458,1.5194062121889491e-05,0.05153864394608419
15,10999970.029152524,971.0100315258043,1.6349222220742315e-05,0.05154040309816453
16,10999969.794843823,971.1356443368784,1.7515007033734717e-05,0.051542186753591665
17,10999969.560692832,971.2612553317532,1.8690721336605457e-05,0.0515439948936444
18,10999969.326699225,971.3868644861387,1.987739269051598e-05,0.051545827654951415
19,10999969.092863776,971.5124717739287,2.1074327354352205e-05,0.05154768501877864
