Node Number,Pressure,Enthalpy,CrossFlow,MassFlow
0,10999969.867767934,969.1452575007753,0.001244017820663835,0.025756266507557198
1,10999969.362394905,969.2905191326121,0.0009956181008314244,0.02575521848852745
2,10999968.86334307,969.4357865995876,0.0013274920602844799,0.02575382112751288
3,10999968.355945129,969.5810588606901,0.001079568953021559,0.025752684736300626
4,10999967.854858812,969.7263371570273,0.0014118660244650464,0.02575119855579573
5,10999967.34541966,969.8716209150707,0.0011644265186330053,0.025749972834107775
6,10999966.842282379,970.016910912746,0.0014971497295994893,0.02574839687261294
7,10999966.33078557,970.1622070442863,0.0012502009034646667,0.025747080851478678
8,10999965.825580714,970.3075096242083,0.0015833533279949836,0.025745414136766908
9,10999965.31200966,970.4528190148015,0.001336902351235679,0.025744006836389728
10,10999964.804720473,970.5981350669322,0.0016704871122721907,0.02574224838535734
11,10999964.28905846,970.7434586112565,0.0014245412497291023,0.025740748814969468
12,10999963.779668037,970.8887890347337,0.0017585615206740673,0.02573889763348702
13,10999963.26189819,971.0341276367125,0.001513128129269105,0.025737304791190165
14,10999962.75038949,971.1794733399746,0.0018475871332770018,0.02573535987394579
15,10999962.230494805,971.3248279129032,0.0016026736675366269,0.02573367274655917
16,10999961.716850651,971.4701898138167,0.0019375746799750657,0.025731633076903408
17,10999961.194813982,971.6155612804905,0.0016931886921530237,0.025729850639807084
18,10999960.679017032,971.7609403064788,0.002028535041371459,0.02572771518959343
19,10999960.154821074,971.9063295993237,0.001784684183317797,0.025725836406562674
