Node Number,Pressure,Enthalpy,CrossFlow,MassFlow
0,10999973.56252276,969.1256418828422,-0.0,0.05151515200148158
1,10999973.316035468,969.2512837644612,1.0290367283826652e-06,0.05151515251435588
2,10999973.069551773,969.376925643633,2.066519510544765e-06,0.0515151535406555
3,10999972.82307168,969.5025675191285,3.111738283239713e-06,0.05151515508243856
4,10999972.576595202,969.628209389714,4.165702036852951e-06,0.051515157141769935
5,10999972.330122348,969.7538512541508,5.227701076940573e-06,0.05151515972074185
6,10999972.083653131,969.8794931111954,6.298749237532566e-06,0.051515162821451736
7,10999971.837187564,970.0051349595992,7.378140548703001e-06,0.05151516644602928
8,10999971.590725651,970.1307767981089,8.466890331834908e-06,0.05151517059660326
9,10999971.344267406,970.2564186254658,9.564292985076614e-06,0.051515175275335535
10,10999971.097812837,970.3820604404066,1.0671366062731051e-05,0.05151518048439117
11,10999970.851361958,970.5077022416625,1.1787408805395783e-05,0.0515151862259675
12,10999970.604914779,970.6333440279599,1.2913439135565196e-05,0.051515192502264294
13,10999970.35847131,970.7589857980198,1.4048762254570778e-05,0.051515199315512426
14,10999970.112031568,970.884627550558,1.5194396825734597e-05,0.051515206667948524
15,10999969.865595555,971.0102692842852,1.6349649908839123e-05,0.051515214561837
16,10999969.619163284,971.1359109979068,1.7515542772245908e-05,0.05151522299944702
17,10999969.372734768,971.2615526901227,1.869138321506239e-05,0.051515231983079064
18,10999969.126310019,971.3871943596276,1.9878199212260046e-05,0.0515152415150384
19,10999968.87988905,971.5128360051109,2.107529967470431e-05,0.05151525159766236
