Node Number,Pressure,Enthalpy,CrossFlow,MassFlow
0,10999973.56252276,969.1256401527348,-0.0,0.05151586138253078
1,10999973.321025828,969.251280569995,-3.728970853036558e-13,0.0515165948722392
2,10999973.079692438,969.3769212280555,-1.5236574585052875e-09,0.05151735256748126
3,10999972.838519089,969.5025621026867,-4.587006691702629e-09,0.05151813565867862
4,10999972.597516512,969.62820316832,-9.20160708135358e-09,0.0515189423832783
5,10999972.356672022,969.75384440365,-1.538311963885998e-08,0.05151977467390307
6,10999972.115998967,969.8794857804779,-2.314384912056976e-08,0.05152063076873174
7,10999971.875484666,970.0051272799121,-3.2500947692826557e-08,0.051521512600653935
8,10999971.63514246,970.1307688711241,-4.346634676993251e-08,0.051522418408592514
9,10999971.394959679,970.2564105376374,-5.6056452264683483e-08,0.05152335012569842
10,10999971.154949661,970.3820522459943,-7.028468670774007e-08,0.05152430599165267
11,10999970.915099736,970.5076939821341,-8.616820131655523e-08,0.05152528793986453
12,10999970.675423248,970.6333357099708,-1.0372116391526595e-07,0.05152629421078521
13,10999970.435907522,970.7589774178607,-1.2296072520111346e-07,0.051527326738078146
14,10999970.196565889,970.8846190670895,-1.4390105246889107e-07,0.051528383762969955
15,10999969.957385696,971.0102606484319,-1.6656116034467986e-07,0.05152946721937805
16,10999969.71838027,971.1359021205459,-1.909552155612322e-07,0.051530575349323524
17,10999969.479536952,971.2615434766259,-2.1710148636378744e-07,0.051531710086968115
18,10999969.240869066,971.387184672703,-2.450156304753062e-07,0.05153286967513475
19,10999969.002363961,971.5128257043921,-2.7471666130612806e-07,0.05153405604822835
