Node Number,Pressure,Enthalpy,CrossFlow,MassFlow
0,10999960.282311834,969.2002811215611,-0.0,0.025756176704141858
1,10999959.831349898,969.4005691951695,-7.457941706073116e-13,0.025754754904127937
2,10999959.380116574,969.6008643338567,-1.5240303404387468e-09,0.025753310002866445
3,10999958.928602563,969.8011666481689,-4.587379421697109e-09,0.025751842725732405
4,10999958.476818824,970.0014762492547,-9.207199880585841e-09,0.025750352242982624
5,10999958.024754405,970.2017932502824,-1.5395050548830074e-08,0.025748839279653928
6,10999957.572420264,970.4021177605192,-2.316733765568526e-08,0.025747303005842586
7,10999957.119805463,970.602449895758,-3.254046706142028e-08,0.02574574414624559
8,10999956.666920954,970.8027897633858,-4.352823406790471e-08,0.025744161870801224
9,10999956.213755796,971.0031374818225,-5.614965414448792e-08,0.025742556903855733
10,10999955.760320941,971.203493156576,-7.041814901035023e-08,0.02574092841518725
11,10999955.30660546,971.4038569086958,-8.635310632344029e-08,0.025739277128790736
12,10999954.852620304,971.6042288418124,-1.03970557353345e-07,0.025737602214287874
13,10999954.398354543,971.8046090796075,-1.232854142516004e-07,0.025735904395315493
14,10999953.94381913,972.004997723835,-1.4431706359192552e-07,0.02573418284133879
15,10999953.489003133,972.2053949008113,-1.6708265410769161e-07,0.025732438275628197
16,10999953.033917505,972.4058007104153,-1.9159896129276694e-07,0.025730669867492183
17,10999952.578551322,972.6062152816008,-2.1788574331133042e-07,0.02572887833983255
18,10999952.122915542,972.8066387123729,-2.4596163927986633e-07,0.02572706286180257
19,10999951.666999241,973.0070711343252,-2.758434233076364e-07,0.025725224155931783
