Node Number,Pressure,Enthalpy,CrossFlow,MassFlow
0,10999969.867767934,969.1452575007753,0.001244017820663835,0.025756266507557198
1,10999969.362394905,969.2905191326096,0.000995618099402811,0.025755218488994834
2,10999968.86334308,969.4357865995777,0.0013274935337416734,0.02575382112893167
3,10999968.35594517,969.5810588606657,0.0010795733500507205,0.025752684739171305
4,10999967.854858886,969.7263371569787,0.0014118748340642767,0.025751198560634337
5,10999967.345419783,969.8716209149854,0.0011644412008923626,0.025749972841446894
6,10999966.842282562,970.016910912609,0.0014971717849053322,0.025748396883001085
7,10999966.330785826,970.16220704408,0.0012502318062838124,0.025747080865480144
8,10999965.825581053,970.3075096239122,0.0015833945908175526,0.025745414154961645
9,10999965.312010102,970.4528190143923,0.0013369554613077937,0.02574400685937501
10,10999964.804721024,970.5981350663834,0.0016705535937674716,0.025742248413744413
11,10999964.289059134,970.7434586105387,0.001424622604509695,0.025740748849385497
12,10999963.779668856,970.8887890338144,0.0017586592824672506,0.02573889767457652
13,10999963.26189917,971.0341276355564,0.0015132438175405056,0.02573730483961373
14,10999962.750390649,971.1794733385427,0.0018477222920405163,0.025735359930379405
15,10999962.230496159,971.3248279111534,0.0016028298337142461,0.02573367281169663
16,10999961.716852205,971.4701898117034,0.0019377534048839655,0.025731633151450835
17,10999961.194815759,971.6155612779648,0.0016933915326094843,0.025729850724489304
18,10999960.679019056,971.7609403034883,0.002028763555298763,0.025727715285150488
19,10999960.154823355,971.9063295958122,0.001784939949879938,0.02572583651375051
