Node Number,Pressure,Enthalpy,CrossFlow,MassFlow
0,12262479.031468522,1100.7247946178015,-2.742401045166648e-05,0.25084905632373916
1,12262460.376348907,1100.7495891828405,-4.939159636969097e-05,0.2508490422416423
2,12262441.719458664,1100.7743836959637,-6.491146986046552e-05,0.25084902124485015
3,12262423.06091629,1100.7991781580936,-8.716077682017692e-05,0.2508489927626857
4,12262404.40058619,1100.8239725700744,-0.00010296464039363685,0.2508489572859142
5,12262385.738586787,1100.8487669328506,-0.00012550021991643723,0.25084891424348216
6,12262367.074782401,1100.8735612472642,-0.00014159265048752318,0.25084886412577656
7,12262348.40929138,1100.8983555142825,-0.0001644191286461608,0.25084880636136453
8,12262329.741977962,1100.9231497347446,-0.00018080480441548725,0.25084874144025193
9,12262311.072960412,1100.9479439096406,-0.00020392688312399743,0.2508486687906238
10,12262292.402102897,1100.9727380398076,-0.00022061054571794248,0.2508485889021021
11,12262273.729523592,1100.9975321262582,-0.00024403300416233665,0.25084850120248703
12,12262255.055086585,1101.0223261698275,-0.0002610194730165651,0.25084840618101373
13,12262236.378909975,1101.0471201715507,-0.00028474716842342984,0.25084830326509494
14,12262217.700857772,1101.0719141322606,-0.0003023189042449903,0.2508481929435762
15,12262199.021047989,1101.0967080530158,-0.0003260815632835841,0.2508480746434183
16,12262180.339344533,1101.121501934647,-0.0003439662397176341,0.2508479488531347
17,12262161.655865356,1101.1462957782355,-0.0003680443629094534,0.25084781499929326
18,12262142.970474282,1101.1710895846104,-0.0003862470764245541,0.25084767357001203
19,12262124.283289175,1101.195883354876,-0.00041064580023611973,0.250847523991463
20,12262105.594173782,1101.2206770898597,-0.00042917173120872036,0.2508473667513657
21,12262086.90324588,1101.2454707906886,-0.0004538962768559546,0.25084720127549376
22,12262068.210369134,1101.2702644581886,-0.0004727506911111863,0.2508470280511654
23,12262049.515661245,1101.2950580935108,-0.0004978063657567899,0.25084684650375294
24,12262030.818985788,1101.319851697479,-0.0005169946161369374,0.2508466571201706
25,12262012.120460374,1101.3446452712672,-0.000542386814723521,0.2508464593253867
26,12261993.4199485,1101.3694388156982,-0.0005619143422612177,0.25084625360590823
27,12261974.717567688,1101.3942323319695,-0.0005876485486583583,0.25084603938629685
28,12261956.013181353,1101.4190258209023,-0.0006075208842005456,0.25084581715264964
29,12261937.306906937,1101.4438192837179,-0.0006336026727497497,0.25084558632911885
30,12261918.598607758,1101.4686127212365,-0.0006538254383186338,0.25084534740138864
31,12261899.888401177,1101.4934061347024,-0.0006802604753268184,0.2508450997931991
32,12261881.17615043,1101.5181995249352,-0.0007008393860110046,0.25084484398981866
33,12261862.46197278,1101.5429928932026,-0.0007276334314040471,0.2508445794145725
34,12261843.745731384,1101.5677862403234,-0.0007485742962200722,0.2508443065523103
35,12261825.02754342,1101.5925795675892,-0.0007757332048541546,0.2508440248259396
36,12261806.307271956,1101.6173728758176,-0.0007970419289578675,0.2508437347198887
37,12261787.585034084,1101.6421661663244,-0.0008245716523553705,0.25084343565664463
38,12261768.860692779,1101.6669594399261,-0.000846254238118062,0.25084312812021137
39,12261750.134365043,1101.6917526979628,-0.0008741608259935514,0.25084281153265287
40,12261731.405913774,1101.71654594125,-0.0008962233751372309,0.25084248637754575
41,12261712.67545588,1101.7413391711523,-0.0009245129772159148,0.25084215207652816
42,12261693.942854166,1101.766132388485,-0.0009469616919456283,0.2508418091127466
