Node Number,Pressure,Enthalpy,CrossFlow,MassFlow
0,12262473.758026369,1100.7346256658877,8.961828981459627e-05,0.09057626697941851
1,12262453.815304793,1100.769251021551,0.00014671060728599182,0.09057620558662348
2,12262433.858084703,1100.803876070337,0.0001642647666215488,0.09057613437796343
3,12262413.895685785,1100.8385008212326,0.00022189888432340289,0.0905760355290629
4,12262393.918661123,1100.8731252784469,0.00023999905392204716,0.09057592659422528
5,12262373.936329423,1100.907749450276,0.0002981832506176386,0.09057578974708157
6,12262353.939242853,1100.9423733417923,0.0003168378122375834,0.09057564253983506
7,12262333.936719097,1100.9769969606027,0.00037558050390002786,0.09057546714411227
8,12262313.919309422,1101.0116203126436,0.0003947979787555296,0.0905752811099744
9,12262293.896330465,1101.0462434048343,0.0004541077213983645,0.09057506660701882
10,12262273.858332576,1101.0808662439767,0.00047389677223833525,0.09057484118311503
11,12262253.814631317,1101.1154888363037,0.0005337822645082382,0.0905745870058129
12,12262233.755776124,1101.1501111894836,0.0005541516983727314,0.09057432162073982
13,12262213.691081448,1101.1847333090639,0.0006146217836604509,0.09057402719337942
14,12262193.611095821,1101.2193552035817,0.0006355805543692201,0.09057372126706577
15,12262173.525132544,1101.2539768779002,0.0006966448939151156,0.09057338600486028
16,12262153.423739064,1101.2885983414258,0.0007182021158652981,0.09057303894808251
17,12262133.316227678,1101.3232195983392,0.0007798691944669821,0.09057266225768784
18,12262113.193144925,1101.357840658918,0.0008020341248231297,0.0905722734725978
19,12262093.063801887,1101.392461526661,0.0008643132386071539,0.09057185475164165
20,12262072.918744197,1101.4270822127182,0.0008870952891884166,0.09057142363128907
21,12262052.767281694,1101.461702719909,0.0009499958900412753,0.09057096226822305
22,12262032.599959098,1101.4963230602568,0.0009734046303581248,0.09057048819640671
23,12262012.426084967,1101.5309432359022,0.0010369363284699182,0.09056998357035587
24,12261992.236203115,1101.5655632597438,0.0010609814884331526,0.09056946592147166
25,12261972.039620783,1101.600183133245,0.001125154055337511,0.09056891740208158
26,12261951.826880882,1101.6348028701814,0.0011498455284333,0.09056835554096844
27,12261931.607289284,1101.6694224713406,0.001214668899780901,0.09056776248824965
28,12261911.371388003,1101.704041951376,0.0012400167453693227,0.09056715577003213
29,12261891.128481535,1101.7386613104009,0.001305501024045636,0.09056651753420164
30,12261870.869110974,1101.7732805639487,0.0013315154705836184,0.09056586530413102
31,12261850.602579383,1101.8078997114599,0.0013976709290419828,0.09056518122545153
32,12261830.319426958,1101.8425187693488,0.0014243623772848568,0.09056448281874271
33,12261810.028955294,1101.8771377363844,0.001491199461536772,0.09056375222735866
34,12261789.72170368,1101.9117566298644,0.0015185784872915186,0.09056300696902532
35,12261769.40697221,1101.946375447888,0.001586107819197273,0.09056222918479631
36,12261749.075299274,1101.9809942086365,0.001614185176726453,0.0905614363894828
37,12261728.73598341,1102.0156129095415,0.0016824175575163582,0.09056061072181411
38,12261708.379562108,1102.0502315696704,0.0017112041826164595,0.09055976969362438
39,12261688.015332328,1102.0848501857877,0.001780150595994933,0.09055889544129454
40,12261667.633830652,1102.1194687778489,0.0018096576091157013,0.0905580054736185
41,12261647.244352417,1102.1540873419533,0.0018793292244368698,0.09055708192460399
42,12261626.8374333,1102.1887058989457,0.0019095679339640806,0.09055614229994034
43,12261606.422366973,1102.2233244442616,0.0019799761098150265,0.09055516873123698
44,12261585.989688216,1102.257942999637,0.0020109580157002364,0.09055417872101339
45,12261565.548688991,1102.292561559846,0.0020821143030376544,0.09055315439845509
46,12261545.089903176,1102.3271801475173,0.0021138511000427613,0.09055211326284529
47,12261524.622620977,1102.3617987567648,0.002185767245585407,0.0905510374409193
48,12261504.13737537,1102.3964174111115,0.0022182708268139073,0.0905499444286564
49,12261483.64345478,1102.431036104013,0.002290958776782839,0.09054881635031524
50,12261463.131391281,1102.465654859889,0.0023242412371014256,0.0905476706985027
51,12261442.61047145,1102.500273671538,0.002397713140728527,0.09054648959497338
52,12261422.07122646,1102.5348925642782,0.0024317867807509995,0.09054529052889188
53,12261401.522941021,1102.5695115302528,0.0025060549938309097,0.09054405561948121
54,12261380.956145396,1102.6041305956803,0.0025409323230911737,0.09054280235239281
55,12261360.380122365,1102.6387497520511,0.00261600941209603,0.09054151284428975
56,12261339.7854013,1102.6733690264853,0.0026517031534254347,0.09054020457723819
57,12261319.181263003,1102.7079884098214,0.0027276018984428653,0.09053885966531246
58,12261298.558235941,1102.7426079300844,0.002764124991232213,0.09053749558692005
59,12261277.92559891,1102.777227577463,0.0028408583909629794,0.09053609445351743
60,12261257.273879474,1102.8118473808877,0.002878223995446775,0.090534673739779
61,12261236.612354355,1102.8464673298993,0.0029558052700191704,0.09053321555451312
62,12261215.93155022,1102.8810874543367,0.0029940267712392403,0.09053173736858537
63,12261195.240741681,1102.915707743095,0.0030724693671453167,0.09053022128812566
