Node,Pressure,Enthalpy,Mass Flow Rate,CrossFlow
1,12262496.330959463,1100.7044842810374,0.27866318092102194,1.6031332727093803e-06
2,12262492.68913868,1100.7089685556068,0.2786631807604836,3.858751240336615e-06
3,12262489.04729875,1100.7134528237102,0.27866318053089156,5.171241973131082e-06
4,12262485.405442502,1100.7179370853498,0.27866318021967124,7.428009386449536e-06
5,12262481.763567097,1100.7224213405273,0.2786631798393292,8.741649860460126e-06
6,12262478.121675357,1100.7269055892448,0.2786631793772908,1.0999567268730834e-05
7,12262474.479764448,1100.7313898315042,0.2786631788460626,1.2314358023463292e-05
8,12262470.837837191,1100.735874067308,0.27866317823306996,1.4573426006476945e-05
9,12262467.195890756,1100.7403582966576,0.27866317755081943,1.5889367648461686e-05
10,12262463.553927962,1100.7448425195557,0.27866317678673624,1.814958675572303e-05
11,12262459.91194597,1100.7493267360037,0.278663175953327,1.9466679849046887e-05
12,12262456.269947613,1100.753810946004,0.27866317503801696,2.1728050636264376e-05
13,12262452.627930047,1100.7582951495579,0.2786631740533127,2.3046295720815517e-05
14,12262448.985896103,1100.7627793466686,0.27866317298663945,2.5308818731656743e-05
15,12262445.343842937,1100.7672635373367,0.2786631718505037,2.6628216390022203e-05
16,12262441.701773379,1100.7717477215656,0.27866317063233076,2.8891892198685173e-05
17,12262438.059684591,1100.7762318993562,0.2786631693446271,3.0212443007498423e-05
18,12262434.417579394,1100.7807160707114,0.2786631679748179,3.247727215181429e-05
19,12262430.775454957,1100.7852002356321,0.2786631665354097,3.379897663310276e-05
20,12262427.1333141,1100.7896843941219,0.27866316501382765,3.606495969967817e-05
21,12262423.491153985,1100.7941685461815,0.2786631634225783,3.7387818448576666e-05
22,12262419.84897744,1100.7986526918137,0.27866316174908673,3.965495596332544e-05
23,12262416.20678163,1100.8031368310196,0.2786631600058595,4.097896954468938e-05
24,12262412.564569378,1100.8076209638025,0.2786631581803217,4.324726206405645e-05
25,12262408.922337841,1100.8121050901632,0.27866315628497984,4.457243104895159e-05
26,12262405.28008985,1100.816589210105,0.27866315430725896,4.684187916599478e-05
27,12262401.637822568,1100.821073323628,0.27866315225966554,4.816820409520782e-05
28,12262397.995538816,1100.8255574307364,0.27866315012962467,5.043880834837425e-05
29,12262394.35323576,1100.8300415314304,0.2786631479296428,5.1766289805392105e-05
30,12262390.710916227,1100.8345256257137,0.278663145647145,5.4038050739334175e-05
31,12262387.068577373,1100.8390097135866,0.2786631432946377,5.536668928344671e-05
32,12262383.426222024,1100.843493795053,0.2786631408595459,5.7639607473348644e-05
33,12262379.78384735,1100.847977870113,0.27866313835437606,5.896940367613837e-05
34,12262376.141456172,1100.8524619387704,0.2786631357665532,6.124347965473738e-05
35,12262372.499045653,1100.8569460010253,0.2786631331085837,6.257443408791637e-05
36,12262368.856618611,1100.861430056882,0.2786631303678926,6.484966843672664e-05
37,12262365.214172216,1100.8659141063404,0.27866312755698625,6.618178166605528e-05
38,12262361.571709294,1100.8703981494045,0.27866312466328963,6.84581749302259e-05
39,12262357.929227008,1100.8748821860745,0.2786631216993091,6.979144753375769e-05
40,12262354.28672818,1100.8793662163541,0.27866311865246973,7.206900031329667e-05
41,12262350.644209972,1100.8838502402436,0.27866311553527773,7.340343284488904e-05
42,12262347.001675207,1100.888334257747,0.2786631123351581,7.568214564262376e-05
43,12262343.35912105,1100.892818268864,0.2786631090646172,7.70177386988355e-05
44,12262339.716550328,1100.897302273599,0.27866310571107994,7.929761211502379e-05
45,12262336.073960204,1100.901786271952,0.2786631022870526,8.063436620740205e-05
46,12262332.431353498,1100.9062702639274,0.27866309877996015,8.291540079377413e-05
47,12262328.78872738,1100.9107542495244,0.2786630952023088,8.425331654954707e-05
48,12262325.146084672,1100.9152382287477,0.2786630915415236,8.653551285795852e-05
49,12262321.503422532,1100.919722201597,0.2786630878101106,8.787459081326125e-05
50,12262317.860743787,1100.9242061680768,0.2786630839954949,9.01579493956932e-05
51,12262314.218045607,1100.9286901281864,0.2786630801101826,9.149819012936308e-05
52,12262310.575330809,1100.9331740819305,0.27866307614159863,9.378271158049351e-05
53,12262306.93259656,1100.9376580293085,0.2786630721022492,9.512411565933605e-05
54,12262303.289845683,1100.9421419703256,0.27866306797955925,9.740980050098966e-05
55,12262299.647075338,1100.9466259049805,0.2786630637860349,9.8752368504105e-05
56,12262296.004288353,1100.9511098332782,0.27866305950910103,0.00010103921731296693
57,12262292.361481892,1100.9555937552182,0.2786630551612638,0.00010238294980134205
58,12262288.71865878,1100.960077670805,0.278663050729948,0.00010467096315422376
59,12262285.075816177,1100.964561580038,0.27866304622765986,0.00010601586068897744
